model,time,mean_brier,std_brier,missingness_level,mechanism,folder,R_L
COX,5382.193877551021,0.1351551522762359,0.0513134234014887,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5503.244897959184,0.1415702732205526,0.0639000186039974,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5624.295918367347,0.1493820226049414,0.0791818253009555,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5745.34693877551,0.1820825491813093,0.0576982073145343,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5866.397959183673,0.1872807495147206,0.0888766107798775,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5987.448979591837,0.2171754383501772,0.1473624851278607,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6108.5,0.240828714569986,0.2106183943620905,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,177.0,0.0020279546874422,8.78308282338152e-05,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,298.05102040816325,0.0066113603237798,0.0003010964333963,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,419.1020408163265,0.026135433261195,0.0025194955790987,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,540.1530612244899,0.0382188516818294,0.0042767869054157,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,661.204081632653,0.0470520499919386,0.0063073683775743,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,782.2551020408164,0.0635522759130638,0.0103289723731329,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,903.3061224489796,0.0701343854738447,0.01359787035769,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1024.357142857143,0.0766685888466851,0.0168498014240226,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1145.408163265306,0.0824726567607618,0.0194292740639039,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1266.4591836734694,0.0894504699860969,0.020252955545327,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1387.5102040816328,0.0915579528012955,0.0204072920274122,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1508.561224489796,0.0936710018639595,0.0233423282323403,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1629.6122448979593,0.0961479055183867,0.024549667983055,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1750.6632653061224,0.1033592010600774,0.0244972237805079,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1871.7142857142856,0.1053135828766939,0.0252228063212376,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1992.765306122449,0.1051499653787643,0.0267086852556928,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2113.816326530612,0.1048420044936606,0.0270479458007141,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2234.8673469387754,0.1069098150761676,0.026485504306683,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2355.918367346939,0.1064570282952742,0.0266964709995057,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2476.969387755102,0.1068531381559923,0.0254860918295006,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2598.0204081632655,0.1015184116972727,0.0276919539307272,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2719.0714285714284,0.1012021602098041,0.0282147552572822,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2840.122448979592,0.0986771207155635,0.0271896811720159,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2961.173469387755,0.0998929721606739,0.0263335972047641,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3082.2244897959185,0.0958556456540661,0.0271717893151266,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3203.275510204082,0.1000452295092091,0.0269777808400566,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3324.326530612245,0.1065978211415274,0.0248556208457316,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3445.377551020408,0.1055845801291808,0.0261149120974129,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3566.4285714285716,0.1015786039007412,0.0283464958771753,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3687.479591836735,0.1039252666731626,0.0293532367181833,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3808.530612244898,0.1051581958713038,0.0318566576857394,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3929.581632653061,0.1153213414541393,0.0294915904580828,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4050.6326530612246,0.1229440969113503,0.0321306499443228,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4171.683673469388,0.1141098508610269,0.0303636608524244,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4292.734693877551,0.1195051215834147,0.0303001909860171,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4413.785714285715,0.1100658158731053,0.0283641130695136,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4534.836734693878,0.0998376155179141,0.0289315943328436,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4655.8877551020405,0.09349671448565,0.0323162232535298,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4776.938775510204,0.1040896463255528,0.0344480527719078,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,4897.989795918367,0.1201801456206745,0.0348459327997938,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5019.040816326531,0.1385613530586339,0.0327196231509642,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5140.091836734694,0.147344014041451,0.0357752187454912,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5261.142857142857,0.1255584249301942,0.0289962865392104,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5382.193877551021,0.1393309517742453,0.0356998889819625,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5503.244897959184,0.1548588144651643,0.04226026820731,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5624.295918367347,0.1716363880018085,0.0512902265059059,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5745.34693877551,0.1760140941468487,0.0443783688388314,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5866.397959183673,0.2163075293693644,0.0543424858555441,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,5987.448979591837,0.291316151321506,0.082768232261188,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,6108.5,0.3596541219023593,0.1152497421717535,10,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,45.0,0.0016757444942834,0.0,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,64.0,0.0020499610598971,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,164.0,0.0022574398376269,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,164.9255102040816,0.0081615717055605,8.53602007078138e-05,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,177.0,0.0022974927623083,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,198.0,0.001844761879712,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,198.93163265306123,0.0060019348908872,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,210.0,0.0032933171810548,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,256.0,0.0043341913722906,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,259.3561224489796,0.0086532008596177,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,284.8510204081632,0.0168984449705057,0.0003694035501044,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,290.9755102040816,0.0105375851819999,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,298.05102040816325,0.0070326365505066,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,333.86326530612246,0.0204914731329198,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,341.95204081632653,0.0148023029810469,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,349.4785714285714,0.0130033036816466,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,354.7122448979592,0.0144964330709743,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,383.9510204081632,0.0229715308642606,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,404.77653061224487,0.0255068376513255,0.0007880885973876,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,419.1020408163265,0.0319175898063054,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,442.95714285714286,0.0397059642323451,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,450.0683673469388,0.025817647653149,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,468.7948979591837,0.0340101724730372,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,473.90408163265306,0.0458857081969625,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,476.9265306122449,0.0290850180735365,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,524.7020408163264,0.0395991367914304,0.000643243423248,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,536.4357142857143,0.0493865097212154,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,540.1530612244899,0.0482491388607351,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,545.4244897959184,0.0324036269478334,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,569.9020408163265,0.0378953523103229,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,603.7265306122449,0.0402417287433526,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,605.8561224489796,0.0542617406105557,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,629.9142857142857,0.055560655128861,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,640.780612244898,0.0435033403364827,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,644.6275510204081,0.0477293600271918,0.0014285979052278,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,661.204081632653,0.0620075616275864,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,662.8775510204082,0.0443260398046596,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,723.3928571428571,0.0569802563844464,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,736.1367346938775,0.0533584753684839,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,737.8081632653061,0.0577150466901947,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,738.6581632653061,0.0499353731093313,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,755.8530612244898,0.0516443413803993,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,764.5530612244897,0.0529851237728768,0.0014871759620974,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,782.2551020408164,0.0908539468186411,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,816.8714285714286,0.0599631809798833,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,831.4928571428571,0.0637583326265164,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,848.8285714285714,0.0566753158178729,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,869.7602040816327,0.0686054090071743,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,873.5897959183674,0.0565483869942564,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,884.4785714285713,0.0634958677167471,0.0018992658829933,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,903.3061224489796,0.1061125842389202,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,910.35,0.0659658833395596,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,926.8489795918368,0.0650488759357506,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,941.804081632653,0.0654426398645421,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1001.7122448979592,0.0796486394257053,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1003.8285714285714,0.0754353778170771,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1004.404081632653,0.0678750734331268,0.0014145433806244,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1008.5214285714286,0.0644067095418268,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1022.2051020408164,0.0684433327518867,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1024.357142857143,0.1258094149471788,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1034.7795918367349,0.0649547546384268,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1097.307142857143,0.0808155943319199,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1117.561224489796,0.07021820882721,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1124.3295918367346,0.0675636139628747,0.0016512022128986,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1127.7551020408164,0.0650243992658584,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1133.6642857142856,0.0845759754074591,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1143.4530612244898,0.0720698278001874,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1145.408163265306,0.1367689443211015,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1190.7857142857142,0.0838998602000089,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1212.9173469387756,0.0702238321747314,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1220.730612244898,0.0694711508854325,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1244.2551020408162,0.0731892059702422,0.0019785908029984,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1265.6163265306122,0.0945529806742109,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1266.4591836734694,0.1488362831193582,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1278.384693877551,0.075192431634216,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1284.2642857142855,0.0889184250166062,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1308.273469387755,0.0722464437430159,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1313.7061224489796,0.0746384317535066,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1364.1806122448977,0.0742220822112493,0.0024044688200501,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1377.7428571428572,0.0859212784675163,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1387.5102040816328,0.1512244701293716,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1397.5683673469389,0.0990826848623911,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1403.6295918367346,0.0723913220093474,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1406.6816326530611,0.0786870184839545,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1413.3163265306123,0.0788848981498167,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1471.2214285714283,0.0924894119946721,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1484.1061224489797,0.0746895764378439,0.0015900681021945,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1498.9857142857145,0.0775066624271503,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1499.6571428571428,0.0802690583179147,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1508.561224489796,0.1609869653426518,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1529.5204081632653,0.1001184522420321,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1548.2479591836736,0.0850753192509169,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1564.7,0.0896427504161033,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1592.6326530612243,0.0824210783637381,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1594.341836734694,0.0777608349199661,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1604.031632653061,0.0761131993362114,0.0010680590377995,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1629.6122448979593,0.1661322468342599,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1658.178571428571,0.0852325419887245,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1661.4724489795915,0.1048622137242645,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1683.1795918367347,0.0899313827239973,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1685.608163265306,0.0812457095864848,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1689.6979591836734,0.077410338297342,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1723.9571428571426,0.0771269222949248,0.001589589293374,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1750.6632653061224,0.175273644662924,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1751.6571428571428,0.081439794707489,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1778.5836734693878,0.0856861358319961,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1785.054081632653,0.0776957102157467,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1793.4244897959184,0.101995721738067,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1818.111224489796,0.0940111854465167,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1843.8826530612243,0.0796337009699686,0.0030792056330292,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1845.1357142857144,0.0786213811951351,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1871.5591836734693,0.0901692046214014,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1871.7142857142856,0.1775871086844289,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1880.4102040816329,0.0842097531219379,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1925.376530612245,0.1018393134738608,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1938.6142857142856,0.0796073752531409,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1953.0428571428572,0.0969886694075112,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1963.808163265306,0.0823023763152855,0.00277205593089,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1964.534693877551,0.0921332014556321,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1975.7663265306123,0.0853591388735739,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,1992.765306122449,0.1789782638127496,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2032.0928571428572,0.0732642081165282,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2057.328571428571,0.0956305502396221,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2057.5102040816328,0.0915639943856599,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2071.122448979592,0.0859377870291456,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2083.733673469387,0.0782381458144807,0.0032511764780044,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2087.9744897959185,0.0962081107485289,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2113.816326530612,0.1813663958389291,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2125.5714285714284,0.0722500336380496,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2150.4857142857145,0.091202758071801,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2166.4785714285713,0.0932041530279183,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2189.280612244898,0.0983437917473523,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2203.659183673469,0.0828122516032302,0.0037477559597468,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2219.05,0.0742044640406345,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2222.9061224489797,0.0960290744645058,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2234.8673469387754,0.1833768397582212,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2243.461224489796,0.0928603939725924,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2261.834693877551,0.0961281582372267,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2312.5285714285715,0.0722115361504189,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2321.2326530612245,0.0955824095646226,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2323.5846938775508,0.0837366612675942,0.0036870282883919,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2336.4367346938775,0.0932915637516926,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2355.918367346939,0.184521835655681,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2357.1908163265307,0.0896000593552116,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2357.837755102041,0.1002958039494003,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2406.0071428571428,0.0690164985284624,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2429.412244897959,0.0924417162148404,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2443.5102040816323,0.0838148816934827,0.0024999710275675,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2452.54693877551,0.0887448788656622,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2453.184693877551,0.0937479390799947,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2476.969387755102,0.1853946397735385,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2492.769387755102,0.0990911958589201,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2499.4857142857145,0.07715421036005,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2522.387755102041,0.0942332948341997,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2547.9030612244896,0.0826996187752516,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2563.435714285714,0.0873758224749267,0.0036448296573307,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2585.1367346938778,0.0913182877978622,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2592.964285714286,0.0720480133330525,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2598.0204081632655,0.1862154704227965,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2615.3632653061222,0.0919484131549103,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2627.7010204081635,0.0980494287158423,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2643.259183673469,0.0771179031242872,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2683.3612244897954,0.0871406842115543,0.0030316416098332,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2686.442857142857,0.0697861613879214,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2708.338775510204,0.0928373347976769,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2717.088775510204,0.0944633574657404,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2719.0714285714284,0.185746611366776,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2738.615306122449,0.0737949514504189,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2762.6326530612246,0.0924959155090566,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2779.9214285714284,0.0701816090689609,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2801.3142857142857,0.08941490798849,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2803.2867346938774,0.0888425129611119,0.0029309483483855,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2833.9714285714285,0.0769857516895551,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2840.122448979592,0.1829858111111301,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2849.0408163265306,0.0913008393023191,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2873.4,0.0713869920788145,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2894.2897959183674,0.0873532476942733,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2897.5642857142857,0.0919083865292533,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2923.212244897959,0.0922767006974403,0.0037243875947698,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2929.327551020408,0.0783364550758144,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2961.173469387755,0.1818235915744382,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2966.8785714285714,0.0738047892688266,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2980.9928571428572,0.0998157601589664,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,2987.2653061224487,0.0953942186061112,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3024.683673469388,0.0791945649573064,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3032.4959183673473,0.0881126201594087,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3043.1377551020405,0.0962874883210682,0.0041811597268545,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3060.3571428571427,0.0775910301346589,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3080.2408163265304,0.0908663380768315,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3082.2244897959185,0.1811996289831073,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3112.944897959183,0.0930906028803448,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3120.0397959183674,0.0819836015974104,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3153.8357142857144,0.0769920544595946,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3163.063265306122,0.0950861132406796,0.0035497022486553,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3167.4275510204084,0.0814791248864393,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3173.216326530612,0.0935226305087423,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
COX,3203.275510204082,0.1834718067337075,,40,MAR,./../ibs_results/rotterdam/MAR_R_COX,R
